Nagasaki,Iki
Iki,Nagasaki
Nagasaki,Fukue
Fukue,Nagasaki
Nagasaki,Tsushima
Tsushima,Nagasaki
Nagasaki,Naha
Naha,Nagasaki
Kumamoto,Naha
Naha,Kumamoto
Amakusa,Fukuoka
Fukuoka,Amakusa
Amakusa,Kumamoto
Kumamoto,Amakusa
Miyazaki,Naha
Naha,Miyazaki
Kagoshima,Matsuyame
Matsuyame,Kagoshima
Kagoshima,Fukuoka
Fukuoka,Kagoshima
Kagoshima,Tanegashima
Tanegashima,Kagoshima
Kagoshima,Yakushima
Yakushima,Kagoshima
Kagoshima,Amami
Amami,Kagoshima
Kagoshima,Kikaijima
Kikaijima,Kagoshima
Kagoshima,Tokunoshima
Tokunoshima,Kagoshima
Kagoshima,Okinoerabu
Okinoerabu,Kagoshima
Kagoshima,Yoron
Yoron,Kagoshima
Kagoshima,Naha
Naha,Kagoshima
Amami,Kikaijima
Kikaijima,Amami
Amami,Tokunoshima
Tokunoshima,Amami
Amami,Okinoerabu
Okinoerabu,Amami
Amami,Yoron
Yoron,Amami
Amami,Naha
Naha,Amami
Yoron,Okinoerabu
Okinoerabu,Yoron
Minami-Daitoujima,Kita-Daitoujima
Kita-Daitoujima,Minami-Daitoujima
Naha,Ibaraki
Ibaraki,Naha
Naha,Kanazawa
Kanazawa,Naha
Naha,Okayama
Okayama,Naha
Naha,Matsuyame
Matsuyame,Naha
Naha,Yoron
Yoron,Naha
Naha,Kita-Daitoujima
Kita-Daitoujima,Naha
Naha,Minami-Daitoujima
Minami-Daitoujima,Naha
Naha,Kumajima
Kumajima,Naha
Naha,Miyako
Miyako,Naha
Naha,Ishigaki
Ishigaki,Naha
Naha,Yonaguni
Yonaguni,Naha
Miyako,Ishigaki
Ishigaki,Miyako
Tarama,Miyako
Miyako,Tarama
Ishigaki,Yonaguni
Yonaguni,Ishigaki
